,activity_day,workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_pace,max_pace,min_pace,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%)
597,2022-01-26,Pool Swimming,2.82,50,503,,16.63,171.82,345.65,nan,nan,nan,143.0,175.0,111,26,20,15,30,46
598,2022-01-26,Pool Swimming,2.28,90,429,,5.94,136.4,158.54,nan,nan,nan,141.0,175.0,107,1,20,15,16,72
599,2022-01-26,Cricket,6.99,105,259,3444.0,21.71,169.4,264.54,07:015,22:02,07:02,101.0,92.0,110,44,40,10,24,95
600,2022-01-26,Walking,7.78,25,303,1571.0,16.83,157.6,314.15,07:58,28:58,07:58,96.5,85.0,108,3,22,0,60,18
601,2022-01-26,Treadmill,9.59,54,331,4550.0,30.65,31.63,241.48,07:59,27:58,07:58,108.0,105.0,111,18,26,7,52,43
602,2022-01-27,Treadmill,2.44,46,271,4550.0,26.38,92.32,303.1,07:59,27:58,07:58,101.5,105.0,98,3,26,7,5,73
603,2022-01-27,Treadmill,2.21,47,474,4550.0,11.29,158.32,56.47,07:59,27:58,07:58,99.5,105.0,94,7,26,7,28,56
604,2022-01-27,Freestyle,1.76,30,532,,28.66,45.69,339.57,nan,nan,nan,101.0,122.0,80,34,28,2,55,80
605,2022-01-27,Freestyle,1.74,59,459,,32.69,65.78,84.55,nan,nan,nan,107.0,122.0,92,3,28,2,22,88
606,2022-01-27,Walking,7.81,29,14,1571.0,18.61,122.5,285.2,07:58,28:58,07:58,83.0,85.0,81,11,22,0,48,26
607,2022-01-27,Trail Run,4.9,90,291,2790.0,27.76,64.18,146.18,06:48,25:50,06:20,138.0,188.0,88,30,0,80,30,58
608,2022-01-27,Outdoor Running,6.2,79,288,7618.0,22.96,71.4,170.94,06:44,27:44,06:15,135.5,190.0,81,7,0,71,6,8
609,2022-01-27,Open Water,6.68,106,319,,34.34,170.21,135.67,nan,nan,nan,123.5,166.0,81,21,0,5,15,67
610,2022-01-27,Freestyle,7.92,97,44,,37.41,76.0,60.77,nan,nan,nan,110.5,122.0,99,11,28,2,61,44
611,2022-01-27,Indoor Cycling,8.4,38,76,,20.14,21.53,311.99,nan,nan,nan,85.5,90.0,81,19,32,0,66,99
612,2022-01-27,Trekking,1.32,41,121,5028.0,38.18,183.8,142.16,07:55,24:45,07:45,117.0,124.0,110,34,50,0,12,49
613,2022-01-27,Indoor Cycling,3.93,91,181,,8.0,194.9,206.73,nan,nan,nan,86.0,90.0,82,17,32,0,55,58
614,2022-01-27,Treadmill,1.3,46,374,4550.0,30.64,57.1,263.19,07:59,27:58,07:58,103.0,105.0,101,22,26,7,28,10
615,2022-01-27,Trekking,6.61,102,127,5028.0,8.76,190.11,261.16,07:55,24:45,07:45,110.5,124.0,97,22,50,0,47,43
616,2022-01-27,Indoor Cycling,6.6,104,433,,33.27,102.57,201.48,nan,nan,nan,88.0,90.0,86,38,32,0,49,25
617,2022-01-27,Pool Swimming,1.9,89,484,,15.89,28.51,227.5,nan,nan,nan,138.0,175.0,101,25,20,15,22,37
618,2022-01-27,Indoor Cycling,1.87,67,504,,12.39,158.43,96.71,nan,nan,nan,86.0,90.0,82,16,32,0,56,5
619,2022-01-27,Indoor Cycling,6.79,85,489,,2.84,66.9,329.55,nan,nan,nan,85.5,90.0,81,15,32,0,23,62
620,2022-01-27,Freestyle,9.42,20,328,,5.48,192.83,144.0,nan,nan,nan,113.0,122.0,104,19,28,2,60,85
621,2022-01-27,Pool Swimming,3.89,35,535,,7.51,19.24,345.4,nan,nan,nan,134.0,175.0,93,3,20,15,24,90
622,2022-01-27,Pool Swimming,5.12,62,330,,20.9,165.75,71.13,nan,nan,nan,128.0,175.0,81,3,20,15,61,83
623,2022-01-28,Trail Run,2.48,65,481,2790.0,4.79,144.56,72.48,06:48,25:50,06:20,148.0,188.0,108,13,0,80,58,48
624,2022-01-28,Walking,3.83,51,244,1571.0,17.64,16.71,326.27,07:58,28:58,07:58,90.0,85.0,95,22,22,0,65,24
625,2022-01-28,Indoor Cycling,7.25,110,347,,6.42,158.95,290.15,nan,nan,nan,90.5,90.0,91,9,32,0,40,43
626,2022-01-28,Outdoor Cycling,9.86,72,262,,34.8,147.74,52.7,nan,nan,nan,143.0,177.0,109,5,45,15,8,43
627,2022-01-28,Trail Run,7.19,39,327,2790.0,11.56,102.88,304.55,06:48,25:50,06:20,149.0,188.0,110,12,0,80,37,68
628,2022-01-28,Outdoor Running,8.21,84,155,7618.0,5.99,84.52,72.93,06:44,27:44,06:15,147.0,190.0,104,10,0,71,41,98
629,2022-01-28,Treadmill,9.5,43,141,4550.0,30.45,57.1,271.59,07:59,27:58,07:58,99.0,105.0,93,22,26,7,24,80
630,2022-01-28,Pool Swimming,6.85,116,280,,4.5,123.57,195.9,nan,nan,nan,137.0,175.0,99,34,20,15,25,19
631,2022-01-28,Freestyle,2.76,119,353,,7.48,199.13,249.62,nan,nan,nan,108.5,122.0,95,1,28,2,8,54
632,2022-01-28,Treadmill,2.89,69,212,4550.0,13.42,87.25,332.98,07:59,27:58,07:58,105.0,105.0,105,41,26,7,48,28
633,2022-01-28,Open Water,1.93,115,494,,28.85,193.15,116.9,nan,nan,nan,125.0,166.0,84,32,0,5,44,13
634,2022-01-28,Outdoor Cycling,8.77,55,293,,4.43,188.89,209.89,nan,nan,nan,136.0,177.0,95,7,45,15,62,8
635,2022-01-28,Pool Swimming,1.92,111,407,,17.76,72.5,62.76,nan,nan,nan,136.5,175.0,98,34,20,15,40,88
636,2022-01-28,Cricket,2.86,42,181,3444.0,8.7,19.78,187.74,07:015,22:02,07:02,88.5,92.0,85,26,40,10,41,78
637,2022-01-28,Indoor Cycling,9.99,40,479,,36.41,62.2,182.13,nan,nan,nan,88.5,90.0,87,3,32,0,17,9
638,2022-01-28,Trail Run,6.4,73,267,2790.0,27.78,15.11,290.66,06:48,25:50,06:20,145.5,188.0,103,12,0,80,12,25
639,2022-01-28,Treadmill,7.11,58,334,4550.0,6.76,125.8,96.82,07:59,27:58,07:58,94.5,105.0,84,11,26,7,58,99
640,2022-01-29,Cricket,1.1,45,374,3444.0,15.8,55.13,171.37,07:015,22:02,07:02,88.0,92.0,84,22,40,10,6,96
641,2022-01-29,Freestyle,7.9,22,378,,16.87,36.74,289.31,nan,nan,nan,110.0,122.0,98,45,28,2,20,14
642,2022-01-29,Trail Run,6.34,105,81,2790.0,16.96,10.53,65.82,06:48,25:50,06:20,137.5,188.0,87,2,0,80,14,88
643,2022-01-29,Walking,6.65,113,444,1571.0,38.24,55.16,338.58,07:58,28:58,07:58,97.5,85.0,110,39,22,0,64,5
644,2022-01-29,Open Water,1.42,20,401,,32.82,54.99,320.84,nan,nan,nan,131.5,166.0,97,19,0,5,22,3
645,2022-01-29,Freestyle,7.23,51,547,,21.96,150.35,84.37,nan,nan,nan,112.5,122.0,103,27,28,2,58,13
646,2022-01-29,Treadmill,5.79,65,527,4550.0,37.18,58.76,141.19,07:59,27:58,07:58,101.0,105.0,97,1,26,7,17,55
647,2022-01-29,Treadmill,5.26,117,503,4550.0,37.6,113.82,193.53,07:59,27:58,07:58,108.0,105.0,111,24,26,7,7,60
648,2022-01-29,Open Water,2.73,43,360,,26.76,161.3,349.76,nan,nan,nan,123.0,166.0,80,28,0,5,50,30
649,2022-01-29,Outdoor Running,6.85,71,298,7618.0,7.5,91.73,320.11,06:44,27:44,06:15,146.0,190.0,102,10,0,71,45,72
650,2022-01-29,Trekking,8.83,48,280,5028.0,18.85,171.58,109.41,07:55,24:45,07:45,111.5,124.0,99,30,50,0,47,37
651,2022-01-29,Outdoor Running,1.69,63,378,7618.0,7.24,62.11,174.11,06:44,27:44,06:15,139.0,190.0,88,13,0,71,25,69
652,2022-01-29,Cricket,5.46,99,34,3444.0,15.54,23.88,119.41,07:015,22:02,07:02,98.0,92.0,104,45,40,10,64,51
653,2022-01-29,Outdoor Cycling,5.77,117,511,,22.89,162.93,72.36,nan,nan,nan,132.5,177.0,88,6,45,15,11,43
654,2022-01-29,Indoor Cycling,3.41,59,247,,6.65,138.93,283.7,nan,nan,nan,91.5,90.0,93,38,32,0,64,89
655,2022-01-29,Walking,1.24,103,162,1571.0,14.13,158.36,181.42,07:58,28:58,07:58,84.0,85.0,83,20,22,0,31,46
656,2022-01-29,Open Water,1.57,89,390,,29.97,96.9,185.88,nan,nan,nan,135.0,166.0,104,11,0,5,63,62
657,2022-01-29,Open Water,3.25,92,40,,17.66,121.44,136.17,nan,nan,nan,134.5,166.0,103,21,0,5,66,78
658,2022-01-30,Walking,9.48,59,34,1571.0,29.56,33.27,243.1,07:58,28:58,07:58,97.0,85.0,109,28,22,0,16,44
659,2022-01-30,Freestyle,9.5,92,284,,10.41,167.47,333.93,nan,nan,nan,111.5,122.0,101,14,28,2,67,77
660,2022-01-30,Outdoor Cycling,1.38,35,362,,5.84,180.26,328.22,nan,nan,nan,140.0,177.0,103,34,45,15,49,69
661,2022-01-30,Pool Swimming,1.66,100,50,,10.98,113.33,265.26,nan,nan,nan,128.5,175.0,82,2,20,15,11,91
662,2022-01-30,Treadmill,7.8,49,222,4550.0,37.4,124.47,173.0,07:59,27:58,07:58,96.5,105.0,88,30,26,7,42,78
663,2022-01-30,Trail Run,8.7,94,53,2790.0,25.76,120.38,207.46,06:48,25:50,06:20,142.5,188.0,97,12,0,80,42,53
664,2022-01-30,Open Water,1.97,65,147,,16.83,74.39,208.83,nan,nan,nan,137.5,166.0,109,31,0,5,24,73
665,2022-01-30,Trekking,1.62,39,482,5028.0,19.27,48.95,258.2,07:55,24:45,07:45,114.5,124.0,105,35,50,0,36,89
666,2022-01-30,Cricket,7.9,38,395,3444.0,18.58,87.79,314.87,07:015,22:02,07:02,100.0,92.0,108,27,40,10,21,34
667,2022-01-30,Outdoor Running,9.15,117,175,7618.0,3.48,110.44,119.76,06:44,27:44,06:15,150.0,190.0,110,39,0,71,53,34
668,2022-01-30,Walking,2.1,71,10,1571.0,3.97,53.65,217.3,07:58,28:58,07:58,83.0,85.0,81,13,22,0,52,96
669,2022-01-30,Walking,3.97,79,285,1571.0,20.67,21.66,97.5,07:58,28:58,07:58,97.0,85.0,109,19,22,0,32,13
670,2022-01-30,Pool Swimming,4.93,106,319,,19.44,106.3,346.43,nan,nan,nan,133.5,175.0,92,10,20,15,45,92
671,2022-01-30,Pool Swimming,4.7,29,488,,19.4,134.42,140.72,nan,nan,nan,141.5,175.0,108,12,20,15,58,59
672,2022-01-30,Treadmill,1.63,43,441,4550.0,36.66,137.78,56.75,07:59,27:58,07:58,99.5,105.0,94,41,26,7,57,18
673,2022-01-30,Indoor Cycling,3.97,108,306,,25.93,75.5,110.61,nan,nan,nan,88.0,90.0,86,21,32,0,31,69
674,2022-01-30,Indoor Cycling,3.66,85,325,,14.18,54.4,144.8,nan,nan,nan,91.0,90.0,92,16,32,0,42,63
675,2022-01-30,Open Water,3.67,46,365,,6.9,52.41,343.37,nan,nan,nan,138.0,166.0,110,11,0,5,44,23
676,2022-01-30,Cricket,2.52,69,114,3444.0,1.0,16.55,260.81,07:015,22:02,07:02,100.0,92.0,108,22,40,10,48,98
677,2022-01-31,Trekking,6.58,89,454,5028.0,32.61,23.48,95.87,07:55,24:45,07:45,115.0,124.0,106,23,50,0,53,39
678,2022-01-31,Treadmill,3.77,105,195,4550.0,33.48,113.96,309.11,07:59,27:58,07:58,97.0,105.0,89,10,26,7,36,32
679,2022-01-31,Trail Run,2.32,55,352,2790.0,9.68,86.66,314.15,06:48,25:50,06:20,145.0,188.0,102,1,0,80,15,81
680,2022-01-31,Cricket,1.92,43,59,3444.0,28.31,184.77,254.15,07:015,22:02,07:02,95.0,92.0,98,27,40,10,31,81
681,2022-01-31,Freestyle,9.66,101,57,,27.52,90.84,156.59,nan,nan,nan,109.0,122.0,96,20,28,2,43,4
682,2022-01-31,Open Water,9.81,78,529,,16.18,118.75,236.95,nan,nan,nan,124.0,166.0,82,16,0,5,8,13
683,2022-01-31,Trail Run,4.96,44,116,2790.0,31.84,44.35,147.53,06:48,25:50,06:20,147.0,188.0,106,41,0,80,50,60
684,2022-01-31,Outdoor Cycling,8.29,105,120,,33.87,137.88,278.41,nan,nan,nan,134.0,177.0,91,26,45,15,54,59
685,2022-01-31,Pool Swimming,9.93,111,412,,2.79,190.27,52.43,nan,nan,nan,129.0,175.0,83,4,20,15,46,47
686,2022-01-31,Open Water,2.4,29,397,,23.82,10.13,184.39,nan,nan,nan,131.5,166.0,97,4,0,5,46,44
687,2022-01-31,Trail Run,9.68,31,165,2790.0,5.96,136.81,218.21,06:48,25:50,06:20,140.5,188.0,93,19,0,80,27,63
688,2022-01-31,Treadmill,2.28,51,549,4550.0,16.18,30.93,198.3,07:59,27:58,07:58,106.5,105.0,108,33,26,7,57,60
689,2022-01-31,Indoor Cycling,7.28,100,89,,30.4,21.77,97.91,nan,nan,nan,88.5,90.0,87,39,32,0,52,77
690,2022-01-31,Trail Run,1.93,65,260,2790.0,8.57,134.18,156.99,06:48,25:50,06:20,145.5,188.0,103,34,0,80,56,51
691,2022-01-31,Outdoor Cycling,4.93,104,544,,5.19,61.49,108.1,nan,nan,nan,130.0,177.0,83,26,45,15,63,33
692,2022-01-31,Outdoor Running,3.68,96,133,7618.0,6.63,188.9,325.7,06:44,27:44,06:15,147.5,190.0,105,27,0,71,49,40
693,2022-01-31,Outdoor Running,4.16,82,378,7618.0,11.3,128.65,255.75,06:44,27:44,06:15,144.5,190.0,99,27,0,71,36,90
694,2022-01-31,Outdoor Running,7.24,24,97,7618.0,34.84,30.23,287.37,06:44,27:44,06:15,147.5,190.0,105,13,0,71,56,35
695,2022-02-01,Walking,4.13,115,460,1571.0,14.71,157.28,262.31,07:58,28:58,07:58,94.5,85.0,104,23,22,0,37,76
696,2022-02-01,Trekking,4.84,103,196,5028.0,25.2,61.33,190.8,07:55,24:45,07:45,115.0,124.0,106,0,50,0,54,68
697,2022-02-01,Freestyle,1.92,34,410,,12.39,117.98,96.4,nan,nan,nan,104.5,122.0,87,28,28,2,38,69
698,2022-02-01,Walking,2.18,37,189,1571.0,18.32,53.16,341.44,07:58,28:58,07:58,88.5,85.0,92,29,22,0,19,47
699,2022-02-01,Indoor Cycling,6.9,48,166,,23.13,99.7,276.78,nan,nan,nan,91.5,90.0,93,7,32,0,25,9
700,2022-02-01,Cricket,9.37,67,144,3444.0,16.28,29.97,125.71,07:015,22:02,07:02,96.0,92.0,100,44,40,10,39,80
701,2022-02-01,Trekking,1.3,101,20,5028.0,37.29,75.3,274.25,07:55,24:45,07:45,112.5,124.0,101,21,50,0,24,60
702,2022-02-01,Treadmill,3.0,45,427,4550.0,21.76,158.15,180.18,07:59,27:58,07:58,107.5,105.0,110,37,26,7,33,19
703,2022-02-01,Walking,3.83,116,434,1571.0,30.92,140.77,147.59,07:58,28:58,07:58,96.5,85.0,108,28,22,0,10,31
704,2022-02-01,Open Water,2.33,31,178,,14.54,33.32,210.78,nan,nan,nan,129.5,166.0,93,1,0,5,32,3
705,2022-02-01,Freestyle,9.9,72,376,,4.62,44.29,71.81,nan,nan,nan,107.5,122.0,93,31,28,2,20,86
706,2022-02-01,Open Water,2.6,97,286,,26.21,168.29,166.19,nan,nan,nan,128.5,166.0,91,24,0,5,49,54
707,2022-02-01,Cricket,8.17,75,397,3444.0,20.26,193.62,192.64,07:015,22:02,07:02,101.5,92.0,111,34,40,10,44,87
708,2022-02-01,Trekking,6.5,56,158,5028.0,1.73,71.86,176.5,07:55,24:45,07:45,116.0,124.0,108,27,50,0,46,29
709,2022-02-01,Pool Swimming,8.96,71,274,,25.15,162.17,135.25,nan,nan,nan,135.0,175.0,95,20,20,15,62,18
710,2022-02-01,Cricket,1.13,66,400,3444.0,13.8,143.3,262.69,07:015,22:02,07:02,97.5,92.0,103,30,40,10,16,79
711,2022-02-01,Outdoor Running,3.9,66,201,7618.0,18.58,167.94,330.53,06:44,27:44,06:15,148.0,190.0,106,2,0,71,30,96
712,2022-02-01,Indoor Cycling,4.84,29,145,,5.14,169.25,271.74,nan,nan,nan,95.5,90.0,101,19,32,0,58,75
713,2022-02-01,Cricket,4.1,58,111,3444.0,22.15,164.96,164.97,07:015,22:02,07:02,96.5,92.0,101,33,40,10,10,74
714,2022-02-01,Open Water,3.53,40,108,,8.13,81.55,156.34,nan,nan,nan,134.5,166.0,103,37,0,5,54,53
715,2022-02-01,Open Water,8.58,35,64,,20.93,169.36,284.35,nan,nan,nan,131.5,166.0,97,17,0,5,22,77
716,2022-02-01,Treadmill,3.67,81,544,4550.0,34.61,131.51,61.31,07:59,27:58,07:58,102.5,105.0,100,14,26,7,45,44
717,2022-02-01,Trail Run,1.2,90,108,2790.0,11.35,195.56,230.79,06:48,25:50,06:20,134.5,188.0,81,29,0,80,40,99
718,2022-02-01,Freestyle,9.0,54,527,,6.34,64.94,334.39,nan,nan,nan,116.0,122.0,110,8,28,2,6,45
719,2022-02-01,Outdoor Running,2.16,70,481,7618.0,23.93,149.91,200.92,06:44,27:44,06:15,146.0,190.0,102,19,0,71,14,90
720,2022-02-01,Outdoor Cycling,3.31,100,538,,1.5,104.55,162.34,nan,nan,nan,140.5,177.0,104,21,45,15,18,37
721,2022-02-01,Outdoor Cycling,6.14,26,109,,35.32,27.42,91.4,nan,nan,nan,143.0,177.0,109,29,45,15,35,81
722,2022-02-01,Open Water,3.24,85,21,,19.39,11.93,55.32,nan,nan,nan,131.5,166.0,97,41,0,5,53,33
723,2022-02-02,Treadmill,2.6,38,227,4550.0,18.35,123.3,261.87,07:59,27:58,07:58,94.5,105.0,84,9,26,7,22,62
724,2022-02-02,Trail Run,9.87,59,290,2790.0,23.84,147.67,224.11,06:48,25:50,06:20,136.5,188.0,85,38,0,80,38,23
725,2022-02-02,Trail Run,6.27,91,71,2790.0,18.71,162.77,117.84,06:48,25:50,06:20,143.0,188.0,98,26,0,80,65,2
726,2022-02-02,Pool Swimming,4.75,55,336,,27.89,192.7,349.78,nan,nan,nan,129.5,175.0,84,33,20,15,23,28
727,2022-02-02,Open Water,6.7,68,281,,28.43,44.68,302.14,nan,nan,nan,134.0,166.0,102,37,0,5,38,13
728,2022-02-02,Cricket,9.9,63,294,3444.0,10.59,62.5,171.61,07:015,22:02,07:02,94.0,92.0,96,2,40,10,28,49
729,2022-02-02,Outdoor Running,5.75,59,349,7618.0,19.9,164.24,290.6,06:44,27:44,06:15,140.0,190.0,90,10,0,71,19,45
730,2022-02-02,Freestyle,6.77,108,375,,8.32,45.79,113.32,nan,nan,nan,111.0,122.0,100,8,28,2,20,24
731,2022-02-02,Cricket,2.6,76,419,3444.0,31.49,14.26,155.71,07:015,22:02,07:02,94.5,92.0,97,35,40,10,14,69
732,2022-02-02,Trekking,3.31,55,73,5028.0,31.89,71.89,200.5,07:55,24:45,07:45,109.0,124.0,94,25,50,0,48,36
733,2022-02-02,Outdoor Cycling,5.13,48,518,,27.3,156.65,261.56,nan,nan,nan,140.5,177.0,104,9,45,15,40,77
734,2022-02-02,Pool Swimming,1.1,58,495,,33.29,49.94,154.67,nan,nan,nan,135.5,175.0,96,7,20,15,12,83
735,2022-02-02,Outdoor Cycling,6.4,36,255,,27.6,69.89,160.18,nan,nan,nan,142.0,177.0,107,23,45,15,33,78
736,2022-02-02,Cricket,2.74,73,549,3444.0,11.21,124.87,205.66,07:015,22:02,07:02,89.0,92.0,86,45,40,10,5,8
737,2022-02-02,Freestyle,6.77,22,290,,13.8,132.97,281.25,nan,nan,nan,109.0,122.0,96,31,28,2,10,81
738,2022-02-02,Cricket,5.72,80,425,3444.0,4.5,134.61,178.72,07:015,22:02,07:02,86.0,92.0,80,19,40,10,22,35
739,2022-02-02,Indoor Cycling,2.48,62,476,,1.55,77.89,306.77,nan,nan,nan,92.0,90.0,94,30,32,0,38,68
740,2022-02-02,Open Water,7.68,115,175,,14.83,118.56,146.26,nan,nan,nan,124.5,166.0,83,13,0,5,34,44
741,2022-02-02,Outdoor Cycling,6.44,29,122,,25.33,164.9,272.59,nan,nan,nan,129.0,177.0,81,15,45,15,11,79
742,2022-02-02,Trail Run,3.27,91,255,2790.0,10.53,31.37,251.68,06:48,25:50,06:20,139.5,188.0,91,18,0,80,24,11
743,2022-02-02,Trekking,9.15,40,371,5028.0,30.68,116.66,321.74,07:55,24:45,07:45,115.5,124.0,107,24,50,0,14,70
744,2022-02-02,Outdoor Cycling,2.85,113,260,,34.49,152.7,206.73,nan,nan,nan,137.0,177.0,97,20,45,15,64,96
745,2022-02-02,Freestyle,1.17,27,405,,5.34,56.18,160.32,nan,nan,nan,113.5,122.0,105,12,28,2,43,9
746,2022-02-02,Treadmill,1.86,94,95,4550.0,9.96,90.27,193.31,07:59,27:58,07:58,102.0,105.0,99,22,26,7,14,29
747,2022-02-02,Outdoor Cycling,2.1,102,515,,4.75,154.13,86.28,nan,nan,nan,138.0,177.0,99,20,45,15,20,74
748,2022-02-02,Treadmill,6.57,91,179,4550.0,4.29,164.53,206.69,07:59,27:58,07:58,102.0,105.0,99,19,26,7,6,51
749,2022-02-02,Walking,4.8,33,68,1571.0,27.4,160.99,291.6,07:58,28:58,07:58,90.5,85.0,96,25,22,0,10,61
750,2022-02-03,Open Water,6.5,59,287,,24.71,75.3,157.41,nan,nan,nan,130.0,166.0,94,23,0,5,47,73
751,2022-02-03,Indoor Cycling,9.5,114,24,,26.9,131.21,283.85,nan,nan,nan,93.5,90.0,97,2,32,0,22,42
752,2022-02-03,Trail Run,7.3,71,71,2790.0,27.92,146.74,63.82,06:48,25:50,06:20,144.0,188.0,100,6,0,80,50,52
753,2022-02-03,Trail Run,2.5,51,104,2790.0,27.44,179.46,59.73,06:48,25:50,06:20,149.0,188.0,110,35,0,80,63,72
754,2022-02-03,Outdoor Running,6.9,110,39,7618.0,5.89,57.86,71.4,06:44,27:44,06:15,143.0,190.0,96,44,0,71,48,36
755,2022-02-03,Outdoor Cycling,2.82,112,318,,28.46,25.49,163.82,nan,nan,nan,132.5,177.0,88,7,45,15,20,36
756,2022-02-03,Walking,7.68,53,460,1571.0,15.47,54.8,253.15,07:58,28:58,07:58,92.5,85.0,100,3,22,0,33,66
757,2022-02-03,Trail Run,8.3,81,224,2790.0,7.43,30.9,283.7,06:48,25:50,06:20,149.5,188.0,111,19,0,80,9,9
758,2022-02-03,Pool Swimming,8.58,42,502,,21.71,123.18,243.28,nan,nan,nan,136.0,175.0,97,17,20,15,33,79
759,2022-02-03,Walking,2.6,97,13,1571.0,24.62,194.21,212.13,07:58,28:58,07:58,86.0,85.0,87,35,22,0,28,31
760,2022-02-03,Outdoor Running,5.75,76,450,7618.0,17.8,104.84,225.21,06:44,27:44,06:15,148.0,190.0,106,22,0,71,18,83
761,2022-02-03,Pool Swimming,1.54,84,453,,11.36,165.34,213.26,nan,nan,nan,141.0,175.0,107,27,20,15,49,18
762,2022-02-03,Freestyle,5.59,106,25,,26.97,144.35,128.97,nan,nan,nan,110.0,122.0,98,18,28,2,51,96
763,2022-02-03,Treadmill,6.38,111,360,4550.0,26.26,34.89,347.4,07:59,27:58,07:58,103.5,105.0,102,35,26,7,54,41
764,2022-02-03,Trail Run,4.9,78,78,2790.0,27.48,170.66,186.88,06:48,25:50,06:20,143.5,188.0,99,28,0,80,35,62
765,2022-02-03,Walking,2.84,115,476,1571.0,27.34,104.29,248.25,07:58,28:58,07:58,96.5,85.0,108,19,22,0,30,48
766,2022-02-03,Trekking,2.57,89,252,5028.0,1.71,160.64,294.64,07:55,24:45,07:45,114.5,124.0,105,14,50,0,26,51
767,2022-02-03,Treadmill,6.12,87,41,4550.0,21.67,102.6,327.57,07:59,27:58,07:58,94.5,105.0,84,35,26,7,57,3
768,2022-02-04,Indoor Cycling,2.69,35,106,,25.35,187.41,192.41,nan,nan,nan,95.0,90.0,100,41,32,0,63,7
769,2022-02-04,Trekking,8.69,61,485,5028.0,30.91,94.49,225.25,07:55,24:45,07:45,104.5,124.0,85,19,50,0,15,4
770,2022-02-04,Trail Run,5.25,81,451,2790.0,2.71,25.31,196.4,06:48,25:50,06:20,149.5,188.0,111,33,0,80,27,37
771,2022-02-04,Trekking,8.66,101,279,5028.0,26.58,151.33,177.1,07:55,24:45,07:45,107.5,124.0,91,5,50,0,9,35
772,2022-02-04,Indoor Cycling,1.54,116,132,,25.66,38.12,277.2,nan,nan,nan,86.0,90.0,82,19,32,0,38,65
773,2022-02-04,Walking,4.42,111,472,1571.0,31.4,167.96,62.91,07:58,28:58,07:58,92.0,85.0,99,43,22,0,51,9
774,2022-02-04,Pool Swimming,7.55,68,239,,6.5,43.65,336.4,nan,nan,nan,143.0,175.0,111,17,20,15,46,73
775,2022-02-04,Freestyle,2.74,70,502,,7.97,88.58,54.6,nan,nan,nan,111.0,122.0,100,45,28,2,61,2
776,2022-02-04,Trail Run,6.61,67,121,2790.0,30.62,60.46,298.25,06:48,25:50,06:20,143.5,188.0,99,4,0,80,34,7
777,2022-02-04,Trail Run,7.6,80,258,2790.0,21.76,80.6,129.75,06:48,25:50,06:20,145.0,188.0,102,32,0,80,37,94
778,2022-02-04,Pool Swimming,8.54,26,123,,32.82,186.86,236.83,nan,nan,nan,142.5,175.0,110,5,20,15,15,16
779,2022-02-04,Trekking,3.4,119,491,5028.0,22.56,151.18,194.44,07:55,24:45,07:45,115.5,124.0,107,4,50,0,12,62
780,2022-02-04,Trail Run,2.42,73,310,2790.0,38.29,61.66,98.7,06:48,25:50,06:20,140.0,188.0,92,10,0,80,44,90
781,2022-02-04,Outdoor Running,5.52,111,267,7618.0,4.76,70.24,285.9,06:44,27:44,06:15,149.5,190.0,109,36,0,71,63,77
782,2022-02-04,Cricket,1.73,87,216,3444.0,24.32,167.63,84.88,07:015,22:02,07:02,98.0,92.0,104,5,40,10,11,63
783,2022-02-04,Walking,4.54,99,426,1571.0,27.52,66.78,86.85,07:58,28:58,07:58,87.5,85.0,90,3,22,0,66,61
784,2022-02-04,Pool Swimming,3.78,96,468,,36.95,168.38,279.62,nan,nan,nan,136.0,175.0,97,33,20,15,35,88
785,2022-02-04,Cricket,7.71,95,265,3444.0,34.5,119.14,194.62,07:015,22:02,07:02,97.0,92.0,102,9,40,10,56,5
786,2022-02-04,Trekking,1.93,35,366,5028.0,15.27,151.89,196.95,07:55,24:45,07:45,112.5,124.0,101,21,50,0,53,66
787,2022-02-04,Freestyle,2.52,61,30,,21.89,168.1,55.75,nan,nan,nan,114.5,122.0,107,21,28,2,53,3
788,2022-02-04,Treadmill,1.8,91,384,4550.0,28.8,74.76,267.98,07:59,27:58,07:58,102.0,105.0,99,19,26,7,58,82
789,2022-02-04,Freestyle,1.0,108,42,,37.96,63.36,58.81,nan,nan,nan,115.0,122.0,108,6,28,2,32,84
790,2022-02-04,Open Water,1.87,74,197,,8.5,186.49,249.57,nan,nan,nan,130.0,166.0,94,30,0,5,5,14
791,2022-02-04,Open Water,1.7,23,106,,26.78,19.4,90.24,nan,nan,nan,127.5,166.0,89,5,0,5,65,90
792,2022-02-04,Trail Run,3.94,106,279,2790.0,16.28,196.84,309.7,06:48,25:50,06:20,143.0,188.0,98,11,0,80,24,20
793,2022-02-04,Open Water,8.5,110,200,,8.92,193.0,206.66,nan,nan,nan,132.0,166.0,98,44,0,5,36,61
794,2022-02-04,Trekking,2.74,79,491,5028.0,33.13,118.79,172.4,07:55,24:45,07:45,111.0,124.0,98,22,50,0,42,61
795,2022-02-04,Treadmill,4.76,32,369,4550.0,6.34,142.43,292.2,07:59,27:58,07:58,93.0,105.0,81,21,26,7,21,68
796,2022-02-04,Cricket,3.39,93,281,3444.0,11.71,70.4,109.46,07:015,22:02,07:02,90.5,92.0,89,19,40,10,64,92
